id,title
4412,"Thing with Two Heads, The (1972)"
501,Naked (1993)
5312,Murder by Numbers (2002)
2699,Arachnophobia (1990)
171,Jeffrey (1995)
3793,X-Men (2000)
3061,Holiday Inn (1942)
1350,"Omen, The (1976)"
111659,Maleficent (2014)
40148,Revolver (2005)
3623,Mission: Impossible II (2000)
4789,Phantom of the Paradise (1974)
26078,Advise and Consent (1962)
2490,Payback (1999)
55908,"Man from Earth, The (2007)"
1034,Freeway (1996)
548,Terminal Velocity (1994)
2506,"Other Sister, The (1999)"
95510,"Amazing Spider-Man, The (2012)"
2568,"Mod Squad, The (1999)"
54372,Tell No One (Ne le dis à personne) (2006)
1192,Paris Is Burning (1990)
1206,"Clockwork Orange, A (1971)"
2361,Pink Flamingos (1972)
2455,"Fly, The (1986)"
2573,Tango (1998)
1405,Beavis and Butt-Head Do America (1996)
353,"Crow, The (1994)"
3052,Dogma (1999)
344,Ace Ventura: Pet Detective (1994)
1042,That Thing You Do! (1996)
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)"
27751,'Salem's Lot (2004)
2722,Deep Blue Sea (1999)
436,Color of Night (1994)
2901,Phantasm (1979)
3104,Midnight Run (1988)
51255,Hot Fuzz (2007)
1416,Evita (1996)
2424,You've Got Mail (1998)
5993,Max (2002)
217,"Babysitter, The (1995)"
1748,Dark City (1998)
4027,"O Brother, Where Art Thou? (2000)"
87232,X-Men: First Class (2011)
4947,"Gauntlet, The (1977)"
125916,Fifty Shades of Grey (2015)
4238,Along Came a Spider (2001)
2078,"Jungle Book, The (1967)"
2702,Summer of Sam (1999)
2526,Meteor (1979)
1722,Tomorrow Never Dies (1997)
1760,Spice World (1997)
2890,Three Kings (1999)
104374,About Time (2013)
6410,Car Wash (1976)
2641,Superman II (1980)
112175,How to Train Your Dragon 2 (2014)
47629,The Queen (2006)
608,Fargo (1996)
5309,Three Men and a Little Lady (1990)
2262,About Last Night... (1986)
849,Escape from L.A. (1996)
2772,Detroit Rock City (1999)
2249,My Blue Heaven (1990)
2347,"Pope of Greenwich Village, The (1984)"
1584,Contact (1997)
91658,"Girl with the Dragon Tattoo, The (2011)"
106072,Thor: The Dark World (2013)
5445,Minority Report (2002)
4214,Revenge of the Nerds (1984)
1518,Breakdown (1997)
55094,In the Valley of Elah (2007)
3142,U2: Rattle and Hum (1988)
58559,"Dark Knight, The (2008)"
1784,As Good as It Gets (1997)
2459,"Texas Chainsaw Massacre, The (1974)"
2723,Mystery Men (1999)
6049,Ethan Frome (1993)
329,Star Trek: Generations (1994)
3359,Breaking Away (1979)
1097,E.T. the Extra-Terrestrial (1982)
2924,Drunken Master (Jui kuen) (1978)
103335,Despicable Me 2 (2013)
2761,"Iron Giant, The (1999)"
2676,Instinct (1999)
984,"Pompatus of Love, The (1996)"
2355,"Bug's Life, A (1998)"
2690,"Ideal Husband, An (1999)"
586,Home Alone (1990)
99,Heidi Fleiss: Hollywood Madam (1995)
427,Boxing Helena (1993)
1207,To Kill a Mockingbird (1962)
3994,Unbreakable (2000)
3261,Singles (1992)
5577,Igby Goes Down (2002)
53993,Evan Almighty (2007)
1833,Mercury Rising (1998)
93272,Dr. Seuss' The Lorax (2012)
2001,Lethal Weapon 2 (1989)
2791,Airplane! (1980)
4890,Shallow Hal (2001)
5127,Dragonfly (2002)
1719,"Sweet Hereafter, The (1997)"
3702,Mad Max (1979)
2378,Police Academy (1984)
3285,"Beach, The (2000)"
912,Casablanca (1942)
6662,"Pink Panther, The (1963)"
4191,Alfie (1966)
1620,Kiss the Girls (1997)
2421,"Karate Kid, Part II, The (1986)"
81591,Black Swan (2010)
3745,Titan A.E. (2000)
96588,Pitch Perfect (2012)
1863,Major League: Back to the Minors (1998)
361,It Could Happen to You (1994)
2967,"Bad Seed, The (1956)"
6006,Just Married (2003)
1363,"Preacher's Wife, The (1996)"
3915,Girlfight (2000)
3328,Ghost Dog: The Way of the Samurai (1999)
5746,Galaxy of Terror (Quest) (1981)
1633,Ulee's Gold (1997)
5065,"Mothman Prophecies, The (2002)"
3957,Billy Jack (1971)
91976,"Grey, The (2012)"
55768,Bee Movie (2007)
78499,Toy Story 3 (2010)
161,Crimson Tide (1995)
83177,Yogi Bear (2010)
3744,Shaft (2000)
2428,"Faculty, The (1998)"
4863,Female Trouble (1975)
2706,American Pie (1999)
1684,Mrs. Dalloway (1997)
116,Anne Frank Remembered (1995)
1125,"Return of the Pink Panther, The (1975)"
2629,"Love Letter, The (1999)"
2826,"13th Warrior, The (1999)"
2527,Westworld (1973)
158,Casper (1995)
1090,Platoon (1986)
2987,Who Framed Roger Rabbit? (1988)
2642,Superman III (1983)
1131,Jean de Florette (1986)
2053,"Honey, I Blew Up the Kid (1992)"
89582,Cold Fish (Tsumetai nettaigyo) (2010)
2002,Lethal Weapon 3 (1992)
5404,84 Charing Cross Road (1987)
2917,Body Heat (1981)
